Time,COOLANT_TEMPERATURE (),Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature,Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [��,Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
17:56.2,32,101,950,4,29,10.08,83.1,24,15.3,14.9
17:56.3,32,101,950,4,29,10.08,83.1,24,14.1,14.9
17:56.3,32,101,950,4,29,10.08,83.1,24,14.1,14.1
17:56.4,32,101,950,4,29,10.08,83.1,24,14.1,14.1
17:56.5,32,101,950,4,29,10.08,83.1,24,14.1,14.1
17:56.6,32,101,968,4,29,10.08,83.1,24,14.1,14.1
17:56.6,32,101,968,3,29,10.08,83.1,24,14.1,14.1
17:56.7,32,101,968,3,29,10.08,83.1,24,14.1,14.1
17:56.8,32,101,968,3,29,10.36,83.1,24,14.1,14.1
17:56.9,32,101,968,3,29,10.36,83.1,24,14.1,14.1
17:57.0,32,101,968,3,29,10.36,83.1,24,14.1,14.1
17:57.1,32,101,968,3,29,10.36,83.1,24,14.9,14.1
17:57.2,32,101,968,3,29,10.36,83.1,24,14.9,14.5
17:57.3,32,101,968,3,29,10.36,83.1,24,14.9,14.5
17:57.4,32,101,968,3,29,10.36,83.1,24,14.9,14.5
17:57.5,32,101,945,3,29,10.36,83.1,24,14.9,14.5
17:57.5,32,101,945,2,29,10.36,83.1,24,14.9,14.5
17:57.6,32,101,945,2,29,10.36,83.1,24,14.9,14.5
17:57.7,32,101,945,2,29,9.88,83.1,24,14.9,14.5
17:57.8,32,101,945,2,29,9.88,83.1,24,14.9,14.5
17:57.8,32,101,945,2,29,9.88,83.1,24,14.9,14.5
17:57.9,32,101,945,2,29,9.88,83.1,24,14.9,14.5
17:58.0,32,101,945,2,29,9.88,83.1,24,14.9,14.9
17:58.1,32,101,945,2,29,9.88,83.1,24,14.9,14.9
17:58.1,32,101,945,2,29,9.88,83.1,24,14.9,14.9
17:58.2,32,101,898,2,29,9.88,83.1,24,14.9,14.9
17:58.3,32,101,898,2,29,9.88,83.1,24,14.9,14.9
17:58.4,32,101,898,2,28,9.88,83.1,24,14.9,14.9
17:58.5,32,101,898,2,28,10.11,83.1,24,14.9,14.9
17:58.6,32,101,898,2,28,10.11,83.1,24,14.9,14.9
17:58.7,32,101,898,2,28,10.11,83.1,24,14.9,14.9
17:58.8,32,101,898,2,28,10.11,83.1,24,15.3,14.9
17:58.9,32,101,898,2,28,10.11,83.1,24,15.3,14.9
17:59.0,32,101,898,2,28,10.11,83.1,24,15.3,14.9
17:59.0,32,101,898,2,28,10.11,83.1,24,15.3,14.9
17:59.1,32,101,926,2,28,10.11,83.1,24,15.3,14.9
17:59.2,32,101,926,2,28,10.11,83.1,24,15.3,14.9
17:59.3,32,101,926,2,28,10.11,83.1,24,15.3,14.9
17:59.3,32,101,926,2,28,10.55,83.1,24,15.3,14.9
17:59.4,32,101,926,2,28,10.55,83.1,24,15.3,14.9
17:59.5,32,101,926,2,28,10.55,83.1,24,15.3,14.9
17:59.6,32,101,926,2,28,10.55,83.1,24,15.3,14.9
17:59.7,32,101,926,2,28,10.55,83.1,24,15.3,14.9
17:59.8,32,101,926,2,28,10.55,83.1,24,15.3,14.9
17:59.9,32,101,926,2,28,10.55,83.1,24,15.3,14.9
18:00.0,32,101,924,2,28,10.55,83.1,24,15.3,14.9
18:00.1,32,101,924,3,28,10.55,83.1,24,15.3,14.9
18:00.2,32,101,924,3,29,10.55,83.1,24,15.3,14.9
18:00.2,32,101,924,3,29,10.47,83.1,24,15.3,14.9
18:00.3,32,101,924,3,29,10.47,83.1,24,15.3,14.9
18:00.4,32,101,924,3,29,10.47,83.1,24,15.3,14.9
18:00.5,32,101,924,3,29,10.47,83.1,24,14.1,14.9
18:00.5,32,101,924,3,29,10.47,83.1,24,14.1,14.5
18:00.6,32,101,924,3,29,10.47,83.1,24,14.1,14.5
18:00.7,32,101,924,3,29,10.47,83.1,24,14.1,14.5
18:00.8,32,101,985,3,29,10.47,83.1,24,14.1,14.5
18:00.9,32,101,985,3,29,10.47,83.1,24,14.1,14.5
18:01.0,32,101,985,3,29,10.47,83.1,24,14.1,14.5
18:01.1,32,101,985,3,29,10.44,83.1,24,14.1,14.5
18:01.2,32,101,985,3,29,10.44,83.1,24,14.1,14.5
18:01.3,32,101,985,3,29,10.44,83.1,24,14.1,14.5
18:01.4,32,101,985,3,29,10.44,83.1,24,14.5,14.5
18:01.4,32,101,985,3,29,10.44,83.1,24,14.5,14.1
18:01.5,32,101,985,3,29,10.44,83.1,24,14.5,14.1
18:01.6,32,101,985,3,29,10.44,83.1,24,14.5,14.1
18:01.7,32,101,954,3,29,10.44,83.1,24,14.5,14.1
18:01.7,32,101,954,2,29,10.44,83.1,24,14.5,14.1
18:01.8,32,101,954,2,29,10.44,83.1,24,14.5,14.1
18:01.9,32,101,954,2,29,10.22,83.1,24,14.5,14.1
18:02.0,32,101,954,2,29,10.22,83.1,24,14.5,14.1
18:02.1,32,101,954,2,29,10.22,83.1,24,14.5,14.1
18:02.2,32,101,954,2,29,10.22,83.1,24,14.5,14.1
18:02.3,32,101,954,2,29,10.22,83.1,24,14.5,14.5
18:02.3,32,101,954,2,29,10.22,83.1,24,14.5,14.5
18:02.4,32,101,954,2,29,10.22,83.1,24,14.5,14.5
18:02.5,32,101,941,2,29,10.22,83.1,24,14.5,14.5
18:02.6,32,101,941,2,29,10.22,83.1,24,14.5,14.5
18:02.7,32,101,941,2,29,10.22,83.1,24,14.5,14.5
18:02.8,32,101,941,2,29,9.99,83.1,24,14.5,14.5
18:02.9,32,101,941,2,29,9.99,83.1,24,14.5,14.5
18:02.9,32,101,941,2,29,9.99,83.1,24,14.5,14.5
18:03.0,32,101,941,2,29,9.99,83.1,24,14.5,14.5
18:03.1,32,101,941,2,29,9.99,83.1,24,14.5,14.5
18:03.2,32,101,941,2,29,9.99,83.1,24,14.5,14.5
18:03.3,32,101,941,2,29,9.99,83.1,24,14.5,14.5
18:03.4,32,101,934,2,29,9.99,83.1,24,14.5,14.5
18:03.5,32,101,934,2,29,9.99,83.1,24,14.5,14.5
18:03.5,32,101,934,2,28,9.99,83.1,24,14.5,14.5
18:03.6,32,101,934,2,28,9.91,83.1,24,14.5,14.5
18:03.7,32,101,934,2,28,9.91,83.1,24,14.5,14.5
18:03.8,32,101,934,2,28,9.91,83.1,24,14.5,14.5
18:03.8,32,101,934,2,28,9.91,83.1,24,14.5,14.5
18:03.9,32,101,934,2,28,9.91,83.1,24,14.5,14.5
18:04.0,32,101,934,2,28,9.91,83.1,24,14.5,14.5
18:04.1,32,101,934,2,28,9.91,83.1,24,14.5,14.5
18:04.1,32,101,951,2,28,9.91,83.1,24,14.5,14.5
18:04.2,32,101,951,3,28,9.91,83.1,24,14.5,14.5
18:04.3,32,101,951,3,28,9.91,83.1,24,14.5,14.5
18:04.4,32,101,951,3,28,10.88,83.1,24,14.5,14.5
18:04.4,32,101,951,3,28,10.88,83.1,24,14.5,14.5
18:04.5,32,101,951,3,28,10.88,83.1,24,14.5,14.5
18:04.6,32,101,951,3,28,10.88,83.1,24,14.1,14.5
18:04.7,32,101,951,3,28,10.88,83.1,24,14.1,14.5
18:04.7,32,101,951,3,28,10.88,83.1,24,14.1,14.5
18:04.8,32,101,951,3,28,10.88,83.1,24,14.1,14.5
18:04.9,32,101,964,3,28,10.88,83.1,24,14.1,14.5
18:05.0,32,101,964,2,28,10.88,83.1,24,14.1,14.5
18:05.1,32,101,964,2,28,10.88,83.1,24,14.1,14.5
18:05.2,32,101,964,2,28,10.08,83.1,24,14.1,14.5
18:05.3,32,101,964,2,28,10.08,83.1,24,14.1,14.5
18:05.3,32,101,964,2,28,10.08,83.1,24,14.1,14.5
18:05.4,32,101,964,2,28,10.08,83.1,24,14.1,14.5
18:05.5,32,101,964,2,28,10.08,83.1,24,14.1,14.5
18:05.6,32,101,964,2,28,10.08,83.1,24,14.1,14.5
18:05.6,32,101,964,2,28,10.08,83.1,24,14.1,14.5
18:05.7,32,101,903,2,28,10.08,83.1,24,14.1,14.5
18:05.8,32,101,903,1,28,10.08,83.1,24,14.1,14.5
18:05.9,32,101,903,1,29,10.08,83.1,24,14.1,14.5
18:06.0,32,101,903,1,29,9.44,83.1,24,14.1,14.5
18:06.1,32,101,903,1,29,9.44,83.1,24,14.1,14.5
18:06.2,32,101,903,1,29,9.44,83.1,24,14.1,14.5
18:06.3,32,101,903,1,29,9.44,83.1,24,15.3,14.5
18:06.4,32,101,903,1,29,9.44,83.1,24,15.3,15.3
18:06.5,32,101,903,1,29,9.44,83.1,24,15.3,15.3
18:06.5,32,100,903,1,29,9.44,83.1,24,15.3,15.3
18:06.6,32,100,910,1,29,9.44,83.1,24,15.3,15.3
18:06.7,32,100,910,0,29,9.44,83.1,24,15.3,15.3
18:06.8,32,100,910,0,27,9.44,83.1,24,15.3,15.3
18:06.8,32,100,910,0,27,10.27,83.1,24,15.3,15.3
18:06.9,32,100,910,0,27,10.27,83.1,24,15.3,15.3
18:07.0,32,100,910,0,27,10.27,83.1,24,15.3,15.3
18:07.1,32,100,910,0,27,10.27,83.1,24,15.3,15.3
18:07.2,32,100,910,0,27,10.27,83.1,24,15.3,14.9
18:07.3,32,100,910,0,27,10.27,83.1,24,15.3,14.9
18:07.4,32,100,910,0,27,10.27,83.1,24,15.3,14.9
18:07.4,32,100,910,0,27,10.27,83.1,24,15.3,14.9
18:07.5,32,100,910,0,27,10.27,83.1,24,15.3,14.9
18:07.6,32,100,910,0,27,10.27,83.1,24,15.3,14.9
18:07.7,32,100,910,0,27,9.97,83.1,24,15.3,14.9
18:07.7,32,100,910,0,27,9.97,83.1,24,15.3,14.9
18:07.8,32,100,910,0,27,9.97,83.1,24,15.3,14.9
18:07.9,32,100,910,0,27,9.97,83.1,24,15.3,14.9
18:08.0,32,100,910,0,27,9.97,83.1,24,15.3,14.9
18:08.0,32,100,910,0,27,9.97,83.1,24,15.3,14.9
18:08.1,32,101,910,0,27,9.97,83.1,24,15.3,14.9
18:08.2,32,101,911,0,27,9.97,83.1,24,15.3,14.9
18:08.3,32,101,911,1,27,9.97,83.1,24,15.3,14.9
18:08.3,32,101,911,1,28,9.97,83.1,24,15.3,14.9
18:08.4,32,101,911,1,28,10.11,83.1,24,15.3,14.9
18:08.5,32,101,911,1,28,10.11,83.1,24,15.3,14.9
18:08.6,32,101,911,1,28,10.11,83.1,24,15.3,14.9
18:08.6,32,101,911,1,28,10.11,83.1,24,15.3,14.9
18:08.7,32,101,911,1,28,10.11,83.1,24,15.3,14.9
18:08.8,33,101,911,1,28,10.11,83.1,24,15.3,14.9
18:08.9,33,101,911,1,28,10.11,83.1,24,15.3,14.9
18:08.9,33,101,907,1,28,10.11,83.1,24,15.3,14.9
18:09.0,33,101,907,3,28,10.11,83.1,24,15.3,14.9
18:09.1,33,101,907,3,28,10.11,83.1,24,15.3,14.9
18:09.2,33,101,907,3,28,11.08,83.1,24,15.3,14.9
18:09.3,33,101,907,3,28,11.08,83.1,24,15.3,14.9
18:09.4,33,101,907,3,28,11.08,83.1,24,15.3,14.9
18:09.5,33,101,907,3,28,11.08,83.1,24,14.9,14.9
18:09.5,33,101,907,3,28,11.08,83.1,24,14.9,14.5
18:09.6,33,101,907,3,28,11.08,83.1,24,14.9,14.5
18:09.7,33,101,907,3,28,11.08,83.1,24,14.9,14.5
18:09.8,33,101,931,3,28,11.08,83.1,24,14.9,14.5
18:09.9,33,101,931,5,28,11.08,83.1,24,14.9,14.5
18:09.9,33,101,931,5,29,11.08,83.1,24,14.9,14.5
18:10.0,33,101,931,5,29,11.38,83.1,24,14.9,14.5
18:10.1,33,101,931,5,29,11.38,83.1,24,14.9,14.5
18:10.1,33,101,931,5,29,11.38,83.1,24,14.9,14.5
18:10.2,33,101,931,5,29,11.38,83.1,24,14.1,14.5
18:10.3,33,101,931,5,29,11.38,83.1,24,14.1,14.1
18:10.4,33,101,931,5,29,11.38,83.1,24,14.1,14.1
18:10.5,33,101,931,5,29,11.38,83.1,24,14.1,14.1
18:10.6,33,101,1015,5,29,11.38,83.1,24,14.1,14.1
18:10.7,33,101,1015,5,29,11.38,83.1,24,14.1,14.1
18:10.7,33,101,1015,5,29,11.38,83.1,24,14.1,14.1
18:10.8,33,101,1015,5,29,10.27,83.1,24,14.1,14.1
18:10.9,33,101,1015,5,29,10.27,83.1,24,14.1,14.1
18:11.0,33,101,1015,5,29,10.27,83.1,24,14.1,14.1
18:11.1,33,101,1015,5,29,10.27,83.1,24,14.1,14.1
18:11.2,33,101,1015,5,29,10.27,83.1,24,14.1,14.5
18:11.3,33,101,1015,5,29,10.27,83.1,24,14.1,14.5
18:11.4,33,101,1015,5,29,10.27,83.1,24,14.1,14.5
18:11.5,33,101,946,5,29,10.27,83.1,24,14.1,14.5
18:11.6,33,101,946,4,29,10.27,83.1,24,14.1,14.5
18:11.6,33,101,946,4,30,10.27,83.1,24,14.1,14.5
18:11.7,33,101,946,4,30,9.91,83.1,24,14.1,14.5
18:11.8,33,101,946,4,30,9.91,83.1,24,14.1,14.5
18:11.9,33,101,946,4,30,9.91,83.1,24,14.1,14.5
18:12.0,33,101,946,4,30,9.91,83.1,24,21.2,14.5
18:12.0,33,101,946,4,30,9.91,83.1,24,21.2,22.4
18:12.1,33,101,946,4,30,9.91,83.1,24,21.2,22.4
18:12.2,33,102,946,4,30,9.91,83.1,24,21.2,22.4
18:12.3,33,102,1189,4,30,9.91,83.1,24,21.2,22.4
18:12.4,33,102,1189,6,30,9.91,83.1,24,21.2,22.4
18:12.5,33,102,1189,6,28,9.91,83.1,24,21.2,22.4
18:12.6,33,102,1189,6,28,16.66,83.1,24,21.2,22.4
18:12.7,33,102,1189,6,28,16.66,83.1,24,21.2,22.4
18:12.8,33,102,1189,6,28,16.66,83.1,24,21.2,22.4
18:12.8,33,102,1189,6,28,16.66,83.1,24,23.5,22.4
18:12.9,33,102,1189,6,28,16.66,83.1,24,23.5,23.9
18:13.0,33,102,1189,6,28,16.66,83.1,24,23.5,23.9
18:13.1,33,105,1189,6,28,16.66,83.1,24,23.5,23.9
18:13.2,33,105,1243,6,28,16.66,83.1,24,23.5,23.9
18:13.2,33,105,1243,10,28,16.66,83.1,24,23.5,23.9
18:13.3,33,105,1243,10,31,16.66,83.1,24,23.5,23.9
18:13.4,33,105,1243,10,31,19.77,83.1,24,23.5,23.9
18:13.5,33,105,1243,10,31,19.77,83.1,24,23.5,23.9
18:13.5,33,105,1243,10,31,19.77,83.1,24,23.5,23.9
18:13.6,33,105,1243,10,31,19.77,83.1,24,34.1,23.9
18:13.7,33,105,1243,10,31,19.77,83.1,24,34.1,34.5
18:13.8,33,105,1243,10,31,19.77,83.1,24,34.1,34.5
18:13.9,33,113,1243,10,31,19.77,83.1,24,34.1,34.5
18:14.0,33,113,1429,10,31,19.77,83.1,24,34.1,34.5
18:14.1,33,113,1429,12,31,19.77,83.1,24,34.1,34.5
18:14.2,33,113,1429,12,32,19.77,83.1,24,34.1,34.5
18:14.3,33,113,1429,12,32,24.16,83.1,24,34.1,34.5
18:14.3,33,113,1429,12,32,24.16,83.1,24,34.1,34.5
18:14.4,33,113,1429,12,32,24.16,83.1,24,34.1,34.5
18:14.5,33,113,1429,12,32,24.16,83.1,24,34.1,34.5
18:14.6,33,113,1429,12,32,24.16,83.1,24,34.1,34.5
18:14.6,33,113,1429,12,32,24.16,83.1,24,34.1,34.5
18:14.7,33,127,1429,12,32,24.16,83.1,24,34.1,34.5
18:14.8,33,127,1595,12,32,24.16,83.1,24,34.1,34.5
18:14.9,33,127,1595,14,32,24.16,83.1,24,34.1,34.5
18:15.0,33,127,1595,14,33,24.16,83.1,24,34.1,34.5
18:15.1,33,127,1595,14,33,17.83,83.1,24,34.1,34.5
18:15.2,33,127,1595,14,33,17.83,83.1,24,34.1,34.5
18:15.3,33,127,1595,14,33,17.83,83.1,24,34.1,34.5
18:15.4,33,127,1595,14,33,17.83,83.1,24,26.7,34.5
18:15.5,33,127,1595,14,33,17.83,83.1,24,26.7,25.9
18:15.6,33,127,1595,14,33,17.83,83.1,24,26.7,25.9
18:15.7,33,107,1595,14,33,17.83,83.1,24,26.7,25.9
18:15.8,33,107,1442,14,33,17.83,83.1,24,26.7,25.9
18:15.8,33,107,1442,13,33,17.83,83.1,24,26.7,25.9
18:15.9,33,107,1442,13,33,17.83,83.1,24,26.7,25.9
18:16.0,33,107,1442,13,33,13.97,83.1,24,26.7,25.9
18:16.1,33,107,1442,13,33,13.97,83.1,24,26.7,25.9
18:16.2,33,107,1442,13,33,13.97,83.1,24,26.7,25.9
18:16.3,33,107,1442,13,33,13.97,83.1,24,25.5,25.9
18:16.4,33,107,1442,13,33,13.97,83.1,24,25.5,25.1
18:16.5,33,107,1442,13,33,13.97,83.1,24,25.5,25.1
18:16.6,33,99,1442,13,33,13.97,83.1,24,25.5,25.1
18:16.7,33,99,1183,13,33,13.97,83.1,24,25.5,25.1
18:16.7,33,99,1183,10,33,13.97,83.1,24,25.5,25.1
18:16.8,33,99,1183,10,31,13.97,83.1,24,25.5,25.1
18:16.9,33,99,1183,10,31,12.41,83.1,24,25.5,25.1
18:17.0,33,99,1183,10,31,12.41,83.1,24,25.5,25.1
18:17.1,33,99,1183,10,31,12.41,83.1,25,25.5,25.1
18:17.1,33,99,1183,10,31,12.41,83.1,25,14.1,25.1
18:17.2,33,99,1183,10,31,12.41,83.1,25,14.1,14.1
18:17.3,34,99,1183,10,31,12.41,83.1,25,14.1,14.1
18:17.4,34,98,1183,10,31,12.41,83.1,25,14.1,14.1
18:17.5,34,98,1045,10,31,12.41,83.1,25,14.1,14.1
18:17.6,34,98,1045,10,31,12.41,83.1,25,14.1,14.1
18:17.7,34,98,1045,10,29,12.41,83.1,25,14.1,14.1
18:17.7,34,98,1045,10,29,9.52,83.1,25,14.1,14.1
18:17.8,34,98,1045,10,29,9.52,83.1,25,14.1,14.1
18:17.9,34,98,1045,10,29,9.52,83.1,25,14.1,14.1
18:18.0,34,98,1045,10,29,9.52,83.1,25,14.1,14.1
18:18.1,34,98,1045,10,29,9.52,83.1,25,14.1,14.5
18:18.2,34,98,1045,10,29,9.52,83.1,25,14.1,14.5
18:18.2,34,100,1045,10,29,9.52,83.1,25,14.1,14.5
18:18.3,34,100,960,10,29,9.52,83.1,25,14.1,14.5
18:18.4,34,100,960,9,29,9.52,83.1,25,14.1,14.5
18:18.5,34,100,960,9,28,9.52,83.1,25,14.1,14.5
18:18.6,34,100,960,9,28,9.69,83.1,25,14.1,14.5
18:18.7,34,100,960,9,28,9.69,83.1,25,14.1,14.5
18:18.8,34,100,960,9,28,9.69,83.1,25,14.1,14.5
18:18.9,34,100,960,9,28,9.69,83.1,25,14.1,14.5
18:18.9,34,100,960,9,28,9.69,83.1,25,14.1,14.5
18:19.0,34,100,960,9,28,9.69,83.1,25,14.1,14.5
18:19.1,34,100,960,9,28,9.69,83.1,25,14.1,14.5
18:19.2,34,100,934,9,28,9.69,83.1,25,14.1,14.5
18:19.3,34,100,934,7,28,9.69,83.1,25,14.1,14.5
18:19.4,34,100,934,7,27,9.69,83.1,25,14.1,14.5
18:19.4,34,100,934,7,27,9.61,83.1,25,14.1,14.5
18:19.5,34,100,934,7,27,9.61,83.1,25,14.1,14.5
18:19.6,34,100,934,7,27,9.61,83.1,25,14.1,14.5
18:19.7,34,100,934,7,27,9.61,83.1,25,14.1,14.5
18:19.8,34,100,934,7,27,9.61,83.1,25,14.1,14.1
18:19.8,34,100,934,7,27,9.61,83.1,25,14.1,14.1
18:19.9,34,101,934,7,27,9.61,83.1,25,14.1,14.1
18:20.0,34,101,930,7,27,9.61,83.1,25,14.1,14.1
18:20.1,34,101,930,4,27,9.61,83.1,25,14.1,14.1
18:20.1,34,101,930,4,27,9.61,83.1,25,14.1,14.1
18:20.2,34,101,930,4,27,9.77,83.1,25,14.1,14.1
18:20.3,34,101,930,4,27,9.77,83.1,25,14.1,14.1
18:20.4,34,101,930,4,27,9.77,83.1,25,14.1,14.1
18:20.5,34,101,930,4,27,9.77,83.1,25,14.1,14.1
18:20.6,34,101,930,4,27,9.77,83.1,25,14.1,14.5
18:20.7,34,101,930,4,27,9.77,83.1,25,14.1,14.5
18:20.8,34,101,930,4,27,9.77,83.1,25,14.1,14.5
18:20.9,34,101,923,4,27,9.77,83.1,25,14.1,14.5
18:20.9,34,101,923,3,27,9.77,83.1,25,14.1,14.5
18:21.0,34,101,923,3,27,9.77,83.1,25,14.1,14.5
18:21.1,34,101,923,3,27,9.58,83.1,25,14.1,14.5
18:21.2,34,101,923,3,27,9.58,83.1,25,14.1,14.5
18:21.3,34,101,923,3,27,9.58,83.1,25,14.1,14.5
18:21.4,34,101,923,3,27,9.58,83.1,25,14.1,14.5
18:21.5,34,101,923,3,27,9.58,83.1,25,14.1,14.1
18:21.6,34,101,923,3,27,9.58,83.1,25,14.1,14.1
18:21.6,34,100,923,3,27,9.58,83.1,25,14.1,14.1
18:21.7,34,100,834,3,27,9.58,83.1,25,14.1,14.1
18:21.8,34,100,834,2,27,9.58,83.1,25,14.1,14.1
18:21.9,34,100,834,2,28,9.58,83.1,25,14.1,14.1
18:21.9,34,100,834,2,28,8.55,83.1,25,14.1,14.1
18:22.0,34,100,834,2,28,8.55,83.1,25,14.1,14.1
18:22.1,34,100,834,2,28,8.55,83.1,25,14.1,14.1
18:22.2,34,100,834,2,28,8.55,83.1,25,14.9,14.1
18:22.2,34,100,834,2,28,8.55,83.1,25,14.9,14.5
18:22.3,34,100,834,2,28,8.55,83.1,25,14.9,14.5
18:22.4,34,100,834,2,28,8.55,83.1,25,14.9,14.5
18:22.4,34,100,940,2,28,8.55,83.1,25,14.9,14.5
18:22.5,34,100,940,2,28,8.55,83.1,25,14.9,14.5
18:22.6,34,100,940,2,26,8.55,83.1,25,14.9,14.5
18:22.7,34,100,940,2,26,10.33,83.1,25,14.9,14.5
18:22.8,34,100,940,2,26,10.33,83.1,25,14.9,14.5
18:22.8,34,100,940,2,26,10.33,83.1,25,14.9,14.5
18:22.9,34,100,940,2,26,10.33,83.1,25,15.3,14.5
18:23.0,34,100,940,2,26,10.33,83.1,25,15.3,14.9
18:23.0,34,100,940,2,26,10.33,83.1,25,15.3,14.9
18:23.2,34,100,940,2,26,10.33,83.1,25,15.3,14.9
18:23.3,34,100,912,2,26,10.33,83.1,25,15.3,14.9
18:23.3,34,100,912,2,26,10.33,83.1,25,15.3,14.9
18:23.4,34,100,912,2,27,10.33,83.1,25,15.3,14.9
18:23.5,34,100,912,2,27,9.8,83.1,25,15.3,14.9
18:23.6,34,100,912,2,27,9.8,83.1,25,15.3,14.9
18:23.7,34,100,912,2,27,9.8,83.1,25,15.3,14.9
18:23.7,34,100,912,2,27,9.8,83.1,25,14.1,14.9
18:23.8,34,100,912,2,27,9.8,83.1,25,14.1,14.5
18:23.9,34,100,912,2,27,9.8,83.1,25,14.1,14.5
18:24.0,34,101,912,2,27,9.8,83.1,25,14.1,14.5
18:24.0,34,101,994,2,27,9.8,83.1,25,14.1,14.5
18:24.1,34,101,994,2,27,9.8,83.1,25,14.1,14.5
18:24.2,34,101,994,2,28,9.8,83.1,25,14.1,14.5
18:24.3,34,101,994,2,28,10.58,83.1,25,14.1,14.5
18:24.3,34,101,994,2,28,10.58,83.1,25,14.1,14.5
18:24.4,34,101,994,2,28,10.58,83.1,25,14.1,14.5
18:24.5,34,101,994,2,28,10.58,83.1,25,14.1,14.5
18:24.6,34,101,994,2,28,10.58,83.1,25,14.1,14.5
18:24.6,35,101,994,2,28,10.58,83.1,25,14.1,14.5
18:24.7,35,101,994,2,28,10.58,83.1,25,14.1,14.5
18:24.8,35,101,939,2,28,10.58,83.1,25,14.1,14.5
18:24.9,35,101,939,2,28,10.58,83.1,25,14.1,14.5
18:24.9,35,101,939,2,28,10.58,83.1,25,14.1,14.5
18:25.0,35,101,939,2,28,9.38,83.1,25,14.1,14.5
18:25.1,35,101,939,2,28,9.38,83.1,25,14.1,14.5
18:25.2,35,101,939,2,28,9.38,83.1,25,14.1,14.5
18:25.2,35,101,939,2,28,9.38,83.1,25,14.1,14.5
18:25.3,35,101,939,2,28,9.38,83.1,25,14.1,14.5
18:25.4,35,101,939,2,28,9.38,83.1,25,14.1,14.5
18:25.5,35,101,939,2,28,9.38,83.1,25,14.1,14.5
18:25.5,35,101,882,2,28,9.38,83.1,25,14.1,14.5
18:25.6,35,101,882,2,28,9.38,83.1,25,14.1,14.5
18:25.7,35,101,882,2,28,9.38,83.1,25,14.1,14.5
18:25.8,35,101,882,2,28,8.91,83.1,25,14.1,14.5
18:25.8,35,101,882,2,28,8.91,83.1,25,14.1,14.5
18:25.9,35,101,882,2,28,8.91,83.1,25,14.1,14.5
18:26.0,35,101,882,2,28,8.91,83.1,25,14.1,14.5
18:26.1,35,101,882,2,28,8.91,83.1,25,14.1,14.5
18:26.1,35,101,882,2,28,8.91,83.1,25,14.1,14.5
18:26.3,35,100,882,2,28,8.91,83.1,25,14.1,14.5
18:26.3,35,100,857,2,28,8.91,83.1,25,14.1,14.5
18:26.4,35,100,857,1,28,8.91,83.1,25,14.1,14.5
18:26.5,35,100,857,1,27,8.91,83.1,25,14.1,14.5
18:26.6,35,100,857,1,27,9.97,83.1,25,14.1,14.5
18:26.7,35,100,857,1,27,9.97,83.1,25,14.1,14.5
18:26.7,35,100,857,1,27,9.97,83.1,25,14.1,14.5
18:26.8,35,100,857,1,27,9.97,83.1,25,15.3,14.5
18:26.9,35,100,857,1,27,9.97,83.1,25,15.3,14.9
18:27.0,35,100,857,1,27,9.97,83.1,25,15.3,14.9
18:27.1,35,100,857,1,27,9.97,83.1,25,15.3,14.9
18:27.2,35,100,886,1,27,9.97,83.1,25,15.3,14.9
18:27.2,35,100,886,2,27,9.97,83.1,25,15.3,14.9
18:27.3,35,100,886,2,27,9.97,83.1,25,15.3,14.9
18:27.4,35,100,886,2,27,10.13,83.1,25,15.3,14.9
18:27.5,35,100,886,2,27,10.13,83.1,25,15.3,14.9
18:27.6,35,100,886,2,27,10.13,83.1,25,15.3,14.9
18:27.6,35,100,886,2,27,10.13,83.1,25,15.7,14.9
18:27.7,35,100,886,2,27,10.13,83.1,25,15.7,15.3
18:27.8,35,100,886,2,27,10.13,83.1,25,15.7,15.3
18:27.9,35,101,886,2,27,10.13,83.1,25,15.7,15.3
18:27.9,35,101,873,2,27,10.13,83.1,25,15.7,15.3
18:28.0,35,101,873,6,27,10.13,83.1,25,15.7,15.3
18:28.1,35,101,873,6,28,10.13,83.1,25,15.7,15.3
18:28.2,35,101,873,6,28,11.69,83.1,25,15.7,15.3
18:28.2,35,101,873,6,28,11.69,83.1,25,15.7,15.3
18:28.3,35,101,873,6,28,11.69,83.1,25,15.7,15.3
18:28.4,35,101,873,6,28,11.69,83.1,25,18.4,15.3
18:28.5,35,101,873,6,28,11.69,83.1,25,18.4,19.2
18:28.5,35,101,873,6,28,11.69,83.1,25,18.4,19.2
18:28.6,35,101,873,6,28,11.69,83.1,25,18.4,19.2
18:28.7,35,101,1112,6,28,11.69,83.1,25,18.4,19.2
18:28.8,35,101,1112,9,28,11.69,83.1,25,18.4,19.2
18:28.8,35,101,1112,9,30,11.69,83.1,25,18.4,19.2
18:28.9,35,101,1112,9,30,15.24,83.1,25,18.4,19.2
18:29.0,35,101,1112,9,30,15.24,83.1,25,18.4,19.2
18:29.1,35,101,1112,9,30,15.24,83.1,25,18.4,19.2
18:29.1,35,101,1112,9,30,15.24,83.1,25,33.7,19.2
18:29.2,35,101,1112,9,30,15.24,83.1,25,33.7,35.7
18:29.3,35,101,1112,9,30,15.24,83.1,25,33.7,35.7
