ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),Throttle_Response_Problem
64,890.5,0,18.82353,36.470589,50,-1.5625,-4.6875,35,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,2,310.200012,59.699997,13.652,0,0,7867,0,255,
64,890.5,0,18.82353,36.470589,50,-1.5625,-4.6875,35,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,2,310.200012,59.699997,13.652,0,0,7867,0,255,
66,869.5,0,18.82353,36.470589,50,-1.5625,-3.90625,36,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,4,310.200012,59.699997,13.652,0,0,7867,0,255,
66,869.5,0,18.82353,36.470589,50,-1.5625,-3.90625,36,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,4,313.899994,61.199997,13.652,0,0,7867,0,255,
66,869.5,0,18.82353,36.470589,50,-1.5625,-3.90625,36,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,4,313.899994,61.199997,14.062,0,0,7867,0,255,
66,881.25,0,18.82353,36.470589,50,-1.5625,-4.6875,37,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,4,313.899994,61.199997,14.062,0,0,7867,0,255,
68,881.25,0,18.82353,36.470589,50,-1.5625,-4.6875,37,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,2,313.899994,61.199997,14.062,0,0,7867,0,255,
68,881.25,0,18.82353,36.470589,50,-1.5625,-4.6875,37,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,2,317.5,62.699997,14.062,0,0,7867,0,255,
68,881.25,0,18.82353,36.470589,50,-1.5625,-4.6875,37,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,2,317.5,62.699997,14.062,0,0,7867,0,255,
68,881.25,0,18.82353,36.470589,50,-1.5625,-2.34375,35,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,1,317.5,62.699997,14.062,0,0,7867,0,255,
69,881.25,0,18.82353,36.470589,50,-1.5625,-2.34375,35,36.07843,50.980392,16.078432,31.764706,18.82353,0,100,0,33,1,317.5,62.699997,14.062,0,0,7867,0,255,
69,881.25,0,18.82353,36.470589,50,-1.5625,-2.34375,35,36.07843,50.588234,16.078432,31.764706,18.82353,0,100,0,33,1,320.899994,64.199997,13.71,0,0,7867,0,255,
69,881.25,0,18.82353,36.07843,50,-1.5625,-2.34375,35,36.07843,50.588234,16.078432,31.764706,18.82353,0,100,0,33,1,320.899994,64.199997,13.71,0,0,7867,0,255,
71,858.5,0,18.431372,36.07843,51,-1.5625,-6.25,35,36.07843,50.588234,16.078432,31.764706,18.82353,0,100,0,33,6,320.899994,64.199997,13.71,0,0,7867,0,255,
71,858.5,0,18.431372,36.07843,51,-1.5625,-6.25,35,36.07843,50.588234,16.078432,31.764706,18.82353,0,100,0,33,6,322.5,64.199997,13.71,0,0,7867,0,255,
71,858.5,0,18.431372,36.07843,51,-1.5625,-6.25,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,6,322.5,64.900002,14.042,0,0,7867,0,255,
71,872.5,0,18.431372,36.07843,51,-1.5625,-1.5625,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,6,322.5,64.900002,14.042,0,0,7867,0,255,
73,872.5,0,18.431372,36.07843,51,-1.5625,-1.5625,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,322.5,64.900002,14.042,0,0,7867,0,255,
73,872.5,0,18.431372,36.07843,51,-1.5625,-1.5625,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,325.700012,66.400002,14.062,0,0,7867,0,255,
73,872.5,0,18.431372,36.07843,51,-1.5625,-1.5625,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,325.700012,66.400002,14.062,0,0,7867,0,255,
73,864.75,0,18.431372,36.07843,51,-1.5625,-3.125,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,325.700012,66.400002,14.062,0,0,7867,0,255,
75,864.75,0,18.431372,36.07843,51,-1.5625,-3.125,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,325.700012,66.400002,14.062,0,0,7867,0,255,
75,864.75,0,18.431372,36.07843,51,-1.5625,-3.125,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,328.700012,67.900002,13.71,0,0,7867,0,255,
75,864.75,0,18.431372,36.07843,51,-1.5625,-3.125,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,328.700012,67.900002,13.71,0,0,7867,0,255,
77,857,0,18.431372,36.07843,51,-1.5625,-4.6875,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,328.700012,67.900002,13.71,0,0,7867,0,255,
77,857,0,18.431372,36.07843,51,-1.5625,-4.6875,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,331.600006,67.900002,13.71,0,0,7867,0,255,
77,857,0,18.431372,36.07843,51,-1.5625,-4.6875,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,331.600006,69.400002,13.867,0,0,7867,0,255,
77,856.25,0,18.431372,36.07843,52,-1.5625,-1.5625,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,331.600006,69.400002,13.867,0,0,7867,0,255,
79,856.25,0,18.431372,36.07843,52,-1.5625,-1.5625,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,331.600006,69.400002,13.867,0,0,7867,0,255,
79,856.25,0,18.431372,36.07843,52,-1.5625,-1.5625,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,333,70.099998,14.062,0,0,7867,0,255,
79,856.25,0,18.431372,36.07843,52,-1.5625,-1.5625,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,333,70.099998,14.062,0,0,7867,0,255,
79,852.25,0,18.431372,36.07843,52,-1.5625,-5.46875,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,333,70.099998,14.062,0,0,7867,0,255,
80,852.25,0,18.431372,36.07843,52,-1.5625,-5.46875,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,333,70.099998,14.062,0,0,7867,0,255,
80,852.25,0,18.431372,36.07843,52,-1.5625,-5.46875,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,335.799988,71.599998,13.769,0,0,7867,0,255,
80,852.25,0,18.431372,36.07843,52,-1.5625,-5.46875,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,335.799988,71.599998,13.769,0,0,7867,0,255,
82,856.25,0,18.431372,36.07843,53,-1.5625,-3.125,37,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,335.799988,71.599998,13.769,0,0,7867,0,255,
82,856.25,0,18.431372,36.07843,53,-1.5625,-3.125,37,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,338.399994,71.599998,13.769,0,0,7867,0,255,
82,856.25,0,18.431372,36.07843,53,-1.5625,-3.125,37,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,338.399994,73.199997,13.71,0,0,7867,0,255,
82,856.25,0,18.431372,36.07843,53,-1.5625,-2.34375,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,338.399994,73.199997,13.71,0,0,7867,0,255,
84,852.25,0,17.647058,36.07843,53,-1.5625,-2.34375,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,338.399994,73.199997,13.71,0,0,7867,0,255,
84,852.25,0,17.647058,36.07843,53,-1.5625,-2.34375,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,340.799988,74.699997,14.121,0,0,7867,0,255,
84,852.25,0,17.647058,36.07843,53,-1.5625,-2.34375,36,35.686275,49.019608,16.078432,31.764706,17.254902,0,100,0,33,2,340.799988,74.699997,14.121,0,0,7867,0,255,
84,914.75,0,17.254902,28.235294,53,0.78125,-5.46875,28,35.686275,49.019608,16.078432,31.764706,17.254902,0,100,0,33,1,340.799988,74.699997,14.121,0,0,7867,0,255,
86,914.75,0,17.254902,28.235294,53,0.78125,-5.46875,28,35.686275,49.019608,16.078432,31.764706,17.254902,0,100,0,33,1,340.799988,74.699997,14.121,0,0,7867,0,255,
86,914.75,0,17.254902,28.235294,53,0.78125,-5.46875,28,35.686275,49.019608,16.078432,31.764706,17.254902,0,100,0,33,1,341.899994,75.5,13.867,0,0,7867,0,255,
86,914.75,0,17.254902,28.235294,53,0.78125,-5.46875,28,35.686275,49.019608,16.078432,31.764706,17.254902,0,100,0,33,1,341.899994,75.5,13.867,0,0,7867,0,255,
88,888.25,0,17.254902,27.058823,53,0.78125,-5.46875,26,35.686275,49.019608,16.078432,31.764706,17.254902,0,100,0,33,4,341.899994,75.5,13.867,0,0,7867,0,255,
88,888.25,0,17.254902,27.058823,53,0.78125,-5.46875,26,36.07843,49.019608,16.078432,31.764706,17.254902,0,100,0,33,4,341.899994,75.5,13.867,0,0,7867,0,255,
88,888.25,0,17.254902,27.058823,53,0.78125,-5.46875,26,36.07843,48.627453,16.078432,31.764706,16.862745,0,100,0,33,4,343.799988,76.900002,13.691,0,0,7867,0,255,
88,888.25,0,17.254902,26.666666,53,0.78125,-1.5625,26,36.07843,48.627453,16.078432,31.764706,16.862745,0,100,0,33,4,343.799988,76.900002,13.691,0,0,7867,0,255,
89,855.25,0,16.862745,26.666666,53,0.78125,-1.5625,27,36.07843,48.627453,16.078432,31.764706,16.862745,0,100,0,33,6,343.799988,76.900002,13.691,0,0,7867,0,255,
89,855.25,0,16.862745,26.666666,53,0.78125,-1.5625,27,36.07843,48.627453,16.078432,31.764706,16.862745,0,100,0,33,6,345.299988,78.199997,14.121,0,0,7867,0,255,
89,855.25,0,16.862745,26.666666,53,0.78125,-1.5625,27,36.07843,48.627453,16.078432,31.764706,16.862745,0,100,0,33,6,345.299988,78.199997,14.121,0,0,7867,0,255,
89,896.75,0,19.215687,30.980392,54,-0.78125,-5.46875,34,36.07843,48.627453,16.078432,31.764706,16.862745,0,100,0,33,-3,345.299988,78.199997,14.121,0,0,7867,0,255,
91,896.75,0,19.215687,30.980392,54,-0.78125,-5.46875,34,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,33,-3,345.299988,78.199997,14.121,0,0,7867,0,255,
91,896.75,0,19.215687,30.980392,54,-0.78125,-5.46875,34,35.686275,51.372547,16.078432,31.764706,18.82353,0,100,0,33,-3,346.600006,79.5,13.984,0,0,7867,0,255,
91,896.75,0,19.215687,30.980392,54,-0.78125,-5.46875,34,35.686275,51.372547,16.078432,31.764706,18.82353,0,100,0,33,-3,346.600006,79.5,13.984,0,0,7867,0,255,
91,887.5,0,18.82353,38.431374,54,-1.5625,-3.90625,37,35.686275,51.372547,16.078432,31.764706,18.82353,0,100,0,33,-1,346.600006,79.5,13.984,0,0,7867,0,255,
93,887.5,0,18.82353,38.431374,54,-1.5625,-3.90625,37,35.686275,51.372547,16.078432,31.764706,18.82353,0,100,0,33,-1,346.600006,79.5,13.984,0,0,7867,0,255,
93,887.5,0,18.82353,38.431374,54,-1.5625,-3.90625,37,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,33,-1,347.5,80.199997,13.671,0,0,7867,0,255,
93,887.5,0,18.82353,36.470589,54,-1.5625,-2.34375,37,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,33,-1,347.5,80.199997,13.671,0,0,7867,0,255,
95,882,0,18.82353,36.470589,54,-1.5625,-2.34375,37,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,33,4,347.5,80.199997,13.671,0,0,7867,0,255,
95,882,0,18.82353,36.470589,54,-1.5625,-2.34375,37,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,33,4,349.399994,81.599998,14.042,0,0,7867,0,255,
95,882,0,18.82353,36.470589,54,-1.5625,-2.34375,37,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,33,4,349.399994,81.599998,14.042,0,0,7867,0,255,
95,895.25,0,18.82353,35.686275,55,-0.78125,-1.5625,36,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,33,2,349.399994,81.599998,14.042,0,0,7867,0,255,
97,895.25,0,18.82353,35.686275,55,-0.78125,-1.5625,36,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,33,2,349.399994,81.599998,14.042,0,0,7867,0,255,
97,895.25,0,18.82353,35.686275,55,-0.78125,-1.5625,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,351.600006,83.199997,14.023,0,0,7867,0,255,
97,895.25,0,18.82353,35.686275,55,-0.78125,-1.5625,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,2,351.600006,83.199997,14.023,0,0,7867,0,255,
97,884.25,0,18.431372,35.686275,55,-0.78125,-3.90625,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,351.600006,83.199997,14.023,0,0,7867,0,255,
98,884.25,0,18.431372,35.686275,55,-0.78125,-3.90625,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,351.600006,83.199997,14.023,0,0,7867,0,255,
98,884.25,0,18.431372,35.686275,55,-0.78125,-3.90625,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,353.700012,84.699997,13.671,0,0,7867,0,255,
98,884.25,0,18.431372,35.686275,55,-0.78125,-2.34375,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,4,353.700012,84.699997,13.671,0,0,7867,0,255,
100,849,0,18.431372,35.686275,55,-0.78125,-2.34375,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,6,353.700012,84.699997,13.671,0,0,7867,0,255,
100,849,0,18.431372,35.686275,55,-0.78125,-2.34375,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,6,354.700012,85.5,14.023,0,0,7867,0,255,
100,849,0,18.431372,35.686275,55,-0.78125,-2.34375,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,6,354.700012,85.5,14.023,0,0,7867,0,255,
100,850,0,18.431372,35.686275,55,-0.78125,0,35,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,33,5,354.700012,85.5,14.023,0,0,7867,0,255,
102,850,0,18.431372,35.686275,55,-0.78125,0,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,5,354.700012,85.5,14.023,0,0,7867,0,255,
102,850,0,18.431372,35.686275,55,-0.78125,0,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,5,356.700012,87.099998,14.042,0,0,7867,0,255,
102,850,0,18.431372,35.686275,55,-0.78125,0,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,5,356.700012,87.099998,14.042,0,0,7867,0,255,
102,849,0,18.431372,36.07843,55,-1.5625,-2.34375,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,356.700012,87.099998,14.042,0,0,7867,0,255,
104,849,0,18.431372,36.07843,55,-1.5625,-2.34375,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,356.700012,87.099998,14.042,0,0,7867,0,255,
104,849,0,18.431372,36.07843,55,-1.5625,-2.34375,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,358.700012,88.699997,13.671,0,0,7867,0,255,
104,849,0,18.431372,36.07843,56,-1.5625,-2.34375,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,33,3,358.700012,88.699997,13.671,0,0,7867,0,255,
106,839,0,18.431372,36.07843,56,-1.5625,-2.34375,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,358.700012,88.699997,13.671,0,0,7867,0,255,
106,839,0,18.431372,36.07843,56,-1.5625,-2.34375,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,360.700012,90.300003,13.789,0,0,7867,0,255,
106,839,0,18.431372,36.07843,56,-1.5625,-2.34375,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,360.700012,90.300003,13.789,0,0,7867,0,255,
106,842,0,18.431372,36.07843,56,-1.5625,0,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,360.700012,90.300003,13.789,0,0,7867,0,255,
107,842,0,18.431372,36.07843,56,-1.5625,0,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,360.700012,90.300003,13.789,0,0,7867,0,255,
107,842,0,18.431372,36.07843,56,-1.5625,0,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,361.700012,91.199997,14.023,0,0,7867,0,255,
107,842,0,18.431372,36.07843,56,-1.5625,0,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,361.700012,91.199997,14.023,0,0,7867,0,255,
107,850.75,0,18.431372,36.07843,56,-1.5625,-1.5625,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,3,361.700012,91.199997,14.023,0,0,7867,0,255,
109,850.75,0,18.431372,36.07843,56,-1.5625,-1.5625,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,34,3,361.700012,91.199997,14.023,0,0,7867,0,255,
109,850.75,0,18.431372,36.07843,56,-1.5625,-1.5625,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,34,3,363.5,92.800003,13.769,0,0,7867,0,255,
109,850.75,0,18.431372,36.07843,56,-1.5625,-3.125,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,34,3,363.5,92.800003,13.769,0,0,7867,0,255,
111,845.25,0,18.431372,36.07843,56,-1.5625,-3.125,36,36.07843,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,363.5,92.800003,13.769,0,0,7867,0,255,
111,845.25,0,18.431372,36.07843,56,-1.5625,-3.125,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,365.399994,94.5,13.769,0,0,7867,0,255,
111,845.25,0,18.431372,36.07843,56,-1.5625,-3.125,36,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,365.399994,94.5,13.691,0,0,7867,0,255,
111,846,0,18.431372,35.686275,57,-0.78125,-0.78125,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,365.399994,94.5,13.691,0,0,7867,0,255,
113,846,0,18.431372,35.686275,57,-0.78125,-0.78125,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,365.399994,94.5,13.691,0,0,7867,0,255,
113,846,0,18.431372,35.686275,57,-0.78125,-0.78125,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,367.299988,96.199997,14.042,0,0,7867,0,255,
113,846,0,18.431372,35.686275,57,-0.78125,-0.78125,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,4,367.299988,96.199997,14.042,0,0,7867,0,255,
113,849,0,18.431372,36.07843,57,-1.5625,-1.5625,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,3,367.299988,96.199997,14.042,0,0,7867,0,255,
115,849,0,18.431372,36.07843,57,-1.5625,-1.5625,35,35.686275,50.588234,16.078432,31.764706,18.431372,0,100,0,34,3,367.299988,96.199997,14.042,0,0,7867,0,255,
115,849,0,18.431372,36.07843,57,-1.5625,-1.5625,35,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,3,368.200012,97.100006,13.964,0,0,7867,0,255,
115,849,0,18.431372,27.058823,57,0.78125,-3.125,35,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,3,368.200012,97.100006,13.964,0,0,7867,0,255,
117,860.75,0,16.862745,27.058823,57,0.78125,-3.125,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,4,368.200012,97.100006,13.964,0,0,7867,0,255,
117,860.75,0,16.862745,27.058823,57,0.78125,-3.125,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,4,369.700012,98.699997,13.964,0,0,7867,0,255,
117,860.75,0,16.862745,27.058823,57,0.78125,-3.125,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,4,369.700012,98.699997,13.652,0,0,7867,0,255,
117,833.5,0,16.862745,27.058823,58,0.78125,-0.78125,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,6,369.700012,98.699997,13.652,0,0,7867,0,255,
118,833.5,0,16.862745,27.058823,58,0.78125,-0.78125,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,6,369.700012,98.699997,13.652,0,0,7867,0,255,
118,833.5,0,16.862745,27.058823,58,0.78125,-0.78125,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,6,370.799988,100.300003,14.082,0,0,7867,0,255,
118,833.5,0,16.862745,27.058823,58,0.78125,-0.78125,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,6,370.799988,100.300003,14.082,0,0,7868,0,255,
118,818.75,0,16.862745,27.058823,58,0.78125,-3.90625,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,6,370.799988,100.300003,14.082,0,0,7868,0,255,
120,818.75,0,16.862745,27.058823,58,0.78125,-3.90625,26,35.686275,48.627453,16.078432,31.764706,16.862745,0,100,0,34,6,370.799988,100.300003,14.082,0,0,7868,0,255,
120,818.75,0,16.862745,27.058823,58,0.78125,-3.90625,26,35.686275,48.235294,16.078432,31.764706,16.862745,0,100,0,34,6,371.700012,101.699997,14.042,0,0,7868,0,255,
120,818.75,0,16.862745,27.058823,58,0.78125,-7.03125,26,35.686275,48.235294,16.078432,31.764706,16.862745,0,100,0,34,6,371.700012,101.699997,14.042,0,0,7868,0,255,
122,788.25,0,16.862745,27.058823,58,0.78125,-7.03125,26,35.686275,48.235294,16.078432,31.764706,16.862745,0,100,0,34,6,371.700012,101.699997,14.042,0,0,7868,0,255,
122,788.25,0,16.862745,27.058823,58,0.78125,-7.03125,26,35.686275,48.235294,16.078432,31.764706,16.862745,0,100,0,34,6,372,103.100006,14.042,0,0,7868,0,255,
122,788.25,0,16.862745,27.058823,58,0.78125,-7.03125,26,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,34,6,372,103.100006,13.73,0,0,7868,0,255,
122,847.5,0,16.862745,39.607841,58,-2.34375,-3.125,40,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,34,-1,372,103.100006,13.73,0,0,7868,0,255,
124,847.5,0,18.82353,39.607841,58,-2.34375,-3.125,40,35.686275,50.980392,16.078432,31.764706,18.82353,0,100,0,34,-1,372,103.100006,13.73,0,0,7868,0,255,
124,847.5,0,18.82353,39.607841,58,-2.34375,-3.125,40,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,-1,373,103.800003,14.042,0,0,7868,0,255,
124,847.5,0,18.82353,39.607841,58,-2.34375,-3.125,40,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,-1,373,103.800003,14.042,0,0,7868,0,255,
124,873.25,0,18.82353,37.64706,58,-1.5625,-3.90625,36,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,2,373,103.800003,14.042,0,0,7868,0,255,
126,873.25,0,18.82353,37.64706,58,-1.5625,-3.90625,36,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,2,373,103.800003,14.042,0,0,7868,0,255,
126,873.25,0,18.82353,37.64706,58,-1.5625,-3.90625,36,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,2,374.399994,105.399994,14.042,0,0,7868,0,255,
126,873.25,0,18.82353,36.470589,59,-1.5625,-3.90625,36,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,2,374.399994,105.399994,14.042,0,0,7868,0,255,
127,896,0,18.82353,36.470589,59,-1.5625,-3.125,35,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,2,374.399994,105.399994,14.042,0,0,7868,0,255,
127,896,0,18.82353,36.470589,59,-1.5625,-3.125,35,35.294117,50.980392,16.078432,31.764706,18.82353,0,100,0,34,2,375.899994,107.100006,14.042,0,0,7868,0,255,
127,896,0,18.82353,36.470589,59,-1.5625,-3.125,35,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,34,2,375.899994,107.100006,13.671,0,0,7868,0,255,
127,881.25,0,18.82353,35.294117,59,-0.78125,0,36,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,34,5,375.899994,107.100006,13.671,0,0,7868,0,255,
129,881.25,0,18.431372,35.294117,59,-0.78125,0,36,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,34,5,375.899994,107.100006,13.671,0,0,7868,0,255,
129,881.25,0,18.431372,35.294117,59,-0.78125,0,36,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,34,5,376.700012,108.899994,13.984,0,0,7868,0,255,
129,881.25,0,18.431372,35.294117,59,-0.78125,0,36,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,34,5,376.700012,108.899994,13.984,0,0,7868,0,255,
129,868.75,0,18.431372,35.294117,59,-0.78125,-1.5625,34,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,5,376.700012,108.899994,13.984,0,0,7868,0,255,
131,868.75,0,18.431372,35.294117,59,-0.78125,-1.5625,34,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,5,376.700012,108.899994,13.984,0,0,7868,0,255,
131,868.75,0,18.431372,35.294117,59,-0.78125,-1.5625,34,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,5,378.299988,109.800003,14.023,0,0,7868,0,255,
131,868.75,0,18.431372,35.294117,59,-0.78125,-1.5625,34,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,5,378.299988,109.800003,14.023,0,0,7868,0,255,
133,859.25,0,18.431372,35.294117,60,-0.78125,-3.125,34,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,4,378.299988,109.800003,14.023,0,0,7868,0,255,
133,859.25,0,18.431372,35.294117,60,-0.78125,-3.125,34,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,4,379.799988,111.600006,14.023,0,0,7868,0,255,
133,859.25,0,18.431372,35.294117,60,-0.78125,-3.125,34,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,4,379.799988,111.600006,13.73,0,0,7868,0,255,
133,856.25,0,18.431372,35.294117,60,-0.78125,0,36,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,4,379.799988,111.600006,13.73,0,0,7868,0,255,
135,856.25,0,18.431372,35.294117,60,-0.78125,0,36,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,3,379.799988,111.600006,13.73,0,0,7868,0,255,
135,856.25,0,18.431372,35.294117,60,-0.78125,0,36,35.294117,50.588234,16.078432,31.764706,18.431372,0,100,0,35,3,381.399994,113.399994,13.691,0,0,7868,0,255,
